id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
5246_CCE1706_MZmine3_SIRIUS_1_36410	C13H13N	[M + H]+	Shikimates and Phenylpropanoids	0.8319386839866638	Small peptides	0.3750385046005249	Aminoacids	0.3100442886352539	Aminotoluenes	0.8819003701210022	Aminotoluenes	0.8819003701210022	Toluenes	0.9811031818389893	Benzene and substituted derivatives	0.9975167512893677	Benzenoids	0.9993041753768921	Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Toluenes; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Aminotoluenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
4813_CCE1706_MZmine3_SIRIUS_1_34391	C18H35NO2	[M + H]+	Fatty acids	0.9842531085014343	Sphingolipids	0.9868608117103577	Sphingoid bases	0.8650147914886475	1,2-aminoalcohols	0.9945577383041382	Alkanolamines	0.9905666708946228	Amines	0.9999569654464722	Organonitrogen compounds	1.0	Organic nitrogen compounds	0.999998927116394	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5247_CCE1706_MZmine3_SIRIUS_1_36415	C30H50NO7P	[M + H]+	Fatty acids	0.9635293483734131	Glycerophospholipids	0.9910920262336731	Glycerophosphocholines	0.9428029656410217	1-acyl-sn-glycero-3-phosphocholines	0.6770099401473999	Lysophosphatidylcholines	0.8011096119880676	Glycerophosphocholines	0.9048332571983337	Glycerophospholipids	0.9617797136306763	Lipids and lipid-like molecules	0.997907280921936	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5038_CCE1706_MZmine3_SIRIUS_1_35430	C14H20O2	[M + H]+	Terpenoids	0.8723870515823364	Apocarotenoids	0.32566535472869873	Farnesane sesquiterpenoids	0.08843598514795303	Fatty acid esters	0.9356576800346375			Fatty acid esters	0.9356576800346375	Fatty Acyls	0.9076768755912781	Lipids and lipid-like molecules	0.9880152344703674	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
6139_CCE1706_MZmine3_SIRIUS_1_39825	C40H52O5	[M + H]+	Terpenoids	0.9880971908569336	Carotenoids (C40)	0.9957323670387268	Carotenoids (C40, Î²-Î²)	0.32520589232444763	Diterpenoids	0.513643741607666			Diterpenoids	0.513643741607666	Prenol lipids	0.9965060949325562	Lipids and lipid-like molecules	0.9924983382225037	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Enones; Diterpenoids; Secondary alcohols; Carbonyl compounds; Furanones; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4815_CCE1706_MZmine3_SIRIUS_1_34398	C14H28O3	[M - H2O + H]+	Terpenoids	0.9982481002807617	Sesquiterpenoids	0.8600185513496399	Acyclic monoterpenoids	0.11907321214675903	Sesquiterpenoids	0.8294822573661804			Sesquiterpenoids	0.8294822573661804	Prenol lipids	0.9453204274177551	Lipids and lipid-like molecules	0.9357113242149353	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Fatty alcohols; Sesquiterpenoids; Secondary alcohols; Tertiary alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5248_CCE1706_MZmine3_SIRIUS_1_36417	C6H7ClNO	[M + K]+	Alkaloids	0.9257450103759766	Nicotinic acid alkaloids	0.3495720624923706	Pyridine alkaloids	0.3401486277580261	Aryl halides	0.5441696643829346					Aryl halides	0.5441696643829346	Organohalogen compounds	0.9994719624519348	Organic compounds; Organoheterocyclic compounds; Ketones; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organochlorides; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5473_CCE1706_MZmine3_SIRIUS_1_37543	C22H43O9P	[M - H2O + H]+	Fatty acids	0.9986990690231323	Glycerophospholipids	0.9997988343238831	Glycerophosphoglycerols	0.9999152421951294	Lysophosphatidylglycerols	0.9999736547470093	Lysophosphatidylglycerols	0.9999736547470093	Glycerophosphoglycerols	0.9999403953552246	Glycerophospholipids	0.9999281167984009	Lipids and lipid-like molecules	0.9999948740005493	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Lysophosphatidylglycerols; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Glycerophosphoglycerols; Polyols; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4816_CCE1706_MZmine3_SIRIUS_1_34415	C26H48NO7P	[M + Na]+	Fatty acids	0.9986180067062378	Glycerophospholipids	0.9998598098754883	Glycerophosphocholines	0.9970402121543884	1-acyl-sn-glycero-3-phosphocholines	0.9873900413513184	Lysophosphatidylcholines	0.9621604084968567	Glycerophosphocholines	0.9929410219192505	Glycerophospholipids	0.9939039349555969	Lipids and lipid-like molecules	0.9996192455291748	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4625_CCE1706_MZmine3_SIRIUS_1_33586	C26H41NO6	[M + H]+	Terpenoids	0.2526063323020935	Pseudoalkaloids (transamidation)	0.27140405774116516	Open-chain polyketides	0.21635699272155762	Fatty Acyls	0.6446784138679504					Fatty Acyls	0.6446784138679504	Lipids and lipid-like molecules	0.8537566065788269	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5249_CCE1706_MZmine3_SIRIUS_1_36423	C17H30O6	[M + H]+	Fatty acids	0.9478616714477539	Linear polyketides	0.23703941702842712	Open-chain polyketides	0.21755623817443848	Fatty acid methyl esters	0.731093168258667	Fatty acid methyl esters	0.731093168258667	Fatty acid esters	0.9059075713157654	Fatty Acyls	0.9971573352813721	Lipids and lipid-like molecules	0.9977188110351562	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5475_CCE1706_MZmine3_SIRIUS_1_37549	C22H43O9P	[M + Na]+	Fatty acids	0.9977681636810303	Glycerophospholipids	0.9998760223388672	Glycerophosphoglycerols	0.9998461008071899	Lysophosphatidylglycerols	0.999268114566803	Lysophosphatidylglycerols	0.999268114566803	Glycerophosphoglycerols	0.9997304081916809	Glycerophospholipids	0.9998255372047424	Lipids and lipid-like molecules	0.9999929666519165	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Lysophosphatidylglycerols; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Glycerophosphoglycerols; Polyols; 1,2-diols; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5041_CCE1706_MZmine3_SIRIUS_1_35456	C19H41NO2	[M + H]+	Fatty acids	0.9950214624404907	Fatty amides	0.8329831957817078	N-acyl ethanolamines (endocannabinoids)	0.7124674916267395	Fatty Acyls	0.6214594841003418					Fatty Acyls	0.6214594841003418	Lipids and lipid-like molecules	0.6676622033119202	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carbonyl compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5476_CCE1706_MZmine3_SIRIUS_1_37550	C12H15N	[M + H]+	Alkaloids	0.9806010127067566	Nicotinic acid alkaloids	0.5202789902687073	Pyridine alkaloids	0.5441770553588867	Heteroaromatic compounds	0.8687273263931274					Heteroaromatic compounds	0.8687273263931274	Organoheterocyclic compounds	0.9987906813621521	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
6582_CCE1706_MZmine3_SIRIUS_1_41550	C31H39N3O9S2	[M + Na]+	Amino acids and Peptides	0.8371307253837585	Macrolides	0.4209998846054077	Depsipeptides	0.11905503273010254	Alpha amino acid esters	0.5089817643165588	Amino acids and derivatives	0.8198097348213196	Amino acids, peptides, and analogues	0.8074867725372314	Carboxylic acids and derivatives	0.9784956574440002	Organic acids and derivatives	0.9988994598388672	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Thiazoles; Alcohols and polyols; Phenethylamines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbamate esters; Carboxylic acid esters; Acetals; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
6141_CCE1706_MZmine3_SIRIUS_1_39838	C34H36O11	[M + H]+	Terpenoids	0.7583622336387634	Triterpenoids	0.6243422627449036	Limonoids	0.6144528388977051	Limonoids	0.8072771430015564	Limonoids	0.8072771430015564	Triterpenoids	0.5951723456382751	Prenol lipids	0.13936659693717957	Lipids and lipid-like molecules	0.24255459010601044	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Ketones; Alkyl aryl ethers; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Triterpenoids; Naphthopyrans; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Limonoids; Benzenoids; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5250_CCE1706_MZmine3_SIRIUS_1_36425	C19H36O7	[M - H2O + H]+	Fatty acids	0.8504073023796082	Fatty acyl glycosides	0.10071344673633575	Hydroxy fatty acids	0.29505178332328796	Fatty acid esters	0.5569641590118408			Fatty acid esters	0.5569641590118408	Fatty Acyls	0.8627303838729858	Lipids and lipid-like molecules	0.8635210394859314	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5691_CCE1706_MZmine3_SIRIUS_1_38356	C35H64O11	[M + H3N + H]+	Terpenoids	0.8143316507339478	Steroids	0.8655244708061218	Cholestane steroids	0.013616889715194702	Cardenolide glycosides and derivatives	0.5397756695747375	Cardenolides and derivatives	0.3237786293029785	Steroid lactones	0.06339249759912491	Steroids and steroid derivatives	0.969322144985199	Lipids and lipid-like molecules	0.9751549959182739	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Monosaccharides; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 1-hydroxysteroids; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities
5477_CCE1706_MZmine3_SIRIUS_1_37557	C37H55N3O3	[M + Na]+	Terpenoids	0.42806410789489746	Pseudoalkaloids	0.14605319499969482	Prostaglandins	0.11573676019906998	Phenylalanine and derivatives	0.5031471252441406	Amino acids and derivatives	0.6040427684783936	Amino acids, peptides, and analogues	0.5936183929443359	Carboxylic acids and derivatives	0.9185109734535217	Organic acids and derivatives	0.9521017074584961	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5044_CCE1706_MZmine3_SIRIUS_1_35464	C44H62O7	[M + H]+	Terpenoids	0.9885321855545044	Carotenoids (C40)	0.817665696144104	Carotenoids (C40, Î²-Î²)	0.9944586753845215	Tetraterpenoids	0.6055401563644409			Tetraterpenoids	0.6055401563644409	Prenol lipids	0.9619562029838562	Lipids and lipid-like molecules	0.9958416819572449	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Tetraterpenoids; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
6143_CCE1706_MZmine3_SIRIUS_1_39847	C34H68N2O2	[M + H]+	Fatty acids	0.9994035959243774	Fatty amides	0.9963390827178955	N-acyl amines	0.9948207139968872	N-acyl amines	0.9994482398033142	N-acyl amines	0.9994482398033142	Fatty amides	0.9998302459716797	Fatty Acyls	0.9998772144317627	Lipids and lipid-like molecules	0.9996616840362549	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4627_CCE1706_MZmine3_SIRIUS_1_33596	C12H25NO2	[M + H]+	Fatty acids	0.39837077260017395	Fatty amides	0.25334227085113525	N-acyl amines	0.15625634789466858	Amino acids and derivatives	0.9152224063873291	Amino acids and derivatives	0.9152224063873291	Amino acids, peptides, and analogues	0.9161055088043213	Carboxylic acids and derivatives	0.9934219717979431	Organic acids and derivatives	0.9962283372879028	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5905_CCE1706_MZmine3_SIRIUS_1_39111	C29H53N5O5	[M - H4O2 + H]+	Alkaloids	0.2195555865764618	Ornithine alkaloids	0.14292705059051514	Phenylalanine-derived alkaloids	0.08705761283636093	N-acyl amines	0.766850471496582	N-acyl amines	0.766850471496582	Fatty amides	0.7373524904251099	Fatty Acyls	0.6301383972167969	Lipids and lipid-like molecules	0.6852767467498779	Organic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Phenethylamines; Amphetamines and derivatives; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; 1,2-aminoalcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Alkanolamines; Fatty Acyls; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
5478_CCE1706_MZmine3_SIRIUS_1_37565	C18H39O7P	[M + H]+	Fatty acids	0.9842100143432617	Glycerophospholipids	0.929234504699707	Glycerophosphocholines	0.17548908293247223	Trialkyl phosphates	0.9840818643569946	Alkyl phosphates	0.9991136193275452	Phosphate esters	0.9996553659439087	Organic phosphoric acids and derivatives	0.9998005032539368	Organic acids and derivatives	0.9963483214378357	Organic compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Trialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
6584_CCE1706_MZmine3_SIRIUS_1_41561	C42H56O5	[M + H]+	Terpenoids	0.9989307522773743	Carotenoids (C40)	0.9996963739395142	Carotenoids (C40, Î²-Î²)	0.9881526827812195	Triterpenoids	0.5713707208633423			Triterpenoids	0.5713707208633423	Prenol lipids	0.9994567036628723	Lipids and lipid-like molecules	0.9996086955070496	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Enones; Triterpenoids; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4628_CCE1706_MZmine3_SIRIUS_1_33609	C12H26O3	[M + H]+	Fatty acids	0.9920867085456848	Glycerolipids	0.9705867171287537	Monoacylglycerols	0.9464111328125	Polyethylene glycols	0.6398192644119263	Dialkyl ethers	0.987713098526001	Ethers	0.9983349442481995	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
6144_CCE1706_MZmine3_SIRIUS_1_39852	C24H27N9O3S2	[M + H]+	Alkaloids	0.967343807220459	Pseudoalkaloids	0.5857529044151306	Purine alkaloids	0.25136837363243103	Benzenesulfonamides	0.5727001428604126			Benzenesulfonamides	0.5727001428604126	Benzene and substituted derivatives	0.780786395072937	Benzenoids	0.981073260307312	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Sulfonyls; Aminopyrimidines and derivatives; Diazines; Benzene and substituted derivatives; Benzenoids; Amines; Aminosulfonyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5047_CCE1706_MZmine3_SIRIUS_1_35477	C25H44NO7P	[M + Na]+	Fatty acids	0.9973633885383606	Glycerophospholipids	0.9993528723716736	Glycerophosphoethanolamines	0.9091570973396301	Amino acids and derivatives	0.9806826114654541	Amino acids and derivatives	0.9806826114654541	Amino acids, peptides, and analogues	0.9795311689376831	Carboxylic acids and derivatives	0.9999158382415771	Organic acids and derivatives	0.9999877214431763	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5480_CCE1706_MZmine3_SIRIUS_1_37568	C18H39O7P	[M + Na]+	Fatty acids	0.992712676525116	Glycerophospholipids	0.9613879919052124	Glycerophosphocholines	0.309805691242218	Trialkyl phosphates	0.9859552979469299	Alkyl phosphates	0.9975605010986328	Phosphate esters	0.9986709356307983	Organic phosphoric acids and derivatives	0.9993897676467896	Organic acids and derivatives	0.9934331178665161	Organic compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Trialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
5694_CCE1706_MZmine3_SIRIUS_1_38361	C18H25N	[M + H]+	Alkaloids	0.4409036338329315	Pseudoalkaloids	0.27085843682289124	Phenylalanine-derived alkaloids	0.21054339408874512	Phenylalkylamines	0.9569272398948669	Aralkylamines	0.8661168217658997	Amines	0.997443675994873	Organonitrogen compounds	0.9999985694885254	Organic nitrogen compounds	0.9999997615814209	Organic compounds; Lipids and lipid-like molecules; Organonitrogen compounds; Aniline and substituted anilines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Secondary amines; Secondary alkylarylamines; Aralkylamines; Phenylalkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
5048_CCE1706_MZmine3_SIRIUS_1_35481	C26H50NO7P	[M + H]+	Fatty acids	0.9995653033256531	Glycerophospholipids	0.9999001026153564	Glycerophosphocholines	0.994564414024353	1-acyl-sn-glycero-3-phosphocholines	0.9889590740203857	Lysophosphatidylcholines	0.9654732346534729	Glycerophosphocholines	0.9990254640579224	Glycerophospholipids	0.9981679916381836	Lipids and lipid-like molecules	0.9995543360710144	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4823_CCE1706_MZmine3_SIRIUS_1_34445	C14H20O3	[M + H]+	Polyketides	0.5702532529830933	Sesquiterpenoids	0.5423747897148132	Simple aromatic polyketides	0.29281535744667053	Alkyl aryl ethers	0.5029852390289307	Alkyl aryl ethers	0.5029852390289307	Ethers	0.3443428575992584	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Organic acids and derivatives; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
5050_CCE1706_MZmine3_SIRIUS_1_35489	C15H26O4	[M + Na]+	Fatty acids	0.7298290729522705	Sesquiterpenoids	0.44339942932128906	12-oxophytodienoic acid metabolites	0.39904552698135376	Jasmonic acids	0.5198818445205688	Jasmonic acids	0.5198818445205688	Lineolic acids and derivatives	0.27270978689193726	Fatty Acyls	0.6806051135063171	Lipids and lipid-like molecules	0.772239089012146	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Jasmonic acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
